report_name,report_description,filter_name,filter_required,filter_values,filter_is_array,filter_allow_future_periods,filter_is_dependent_filter,filter_dependencies
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",period_type,FALSE,,TRUE,TRUE,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",summarize_by,FALSE,,FALSE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",special_recipients,FALSE,,TRUE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",special_statuses,FALSE,,TRUE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",show_tiered_offer_specials,FALSE,,FALSE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",special,FALSE,,TRUE,NA,1,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",special,FALSE,,TRUE,NA,1,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",special,FALSE,,TRUE,NA,1,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",special,FALSE,,TRUE,NA,1,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",special,FALSE,,TRUE,NA,1,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",consolidate_by,FALSE,,FALSE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",arrange_by_property,FALSE,,FALSE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",subtotals,FALSE,,FALSE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",show_deleted_recipients,FALSE,,FALSE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",occupancy_type_id,FALSE,,TRUE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",lease_terms,FALSE,,TRUE,NA,1,
lease_commission,"This report will give a summary of residents who have their leases approved, completed, renewals, or who have moved-in to the selected properties, as well as provide information on the leasing agent that is responsible for each of these residents. Currently, all clients (core and integrated) can use this report.",property_group_ids,TRUE,,TRUE,NA,NA,
lease_commission,"This report will give a summary of residents who have their leases approved, completed, renewals, or who have moved-in to the selected properties, as well as provide information on the leasing agent that is responsible for each of these residents. Currently, all clients (core and integrated) can use this report.",period_type,FALSE,,TRUE,TRUE,NA,
lease_commission,"This report will give a summary of residents who have their leases approved, completed, renewals, or who have moved-in to the selected properties, as well as provide information on the leasing agent that is responsible for each of these residents. Currently, all clients (core and integrated) can use this report.",lease_status_type_ids,TRUE,,TRUE,NA,NA,
lease_commission,"This report will give a summary of residents who have their leases approved, completed, renewals, or who have moved-in to the selected properties, as well as provide information on the leasing agent that is responsible for each of these residents. Currently, all clients (core and integrated) can use this report.",group_by,FALSE,,FALSE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,property_group_ids,TRUE,,TRUE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,period_type,FALSE,,TRUE,TRUE,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,group_by,FALSE,,FALSE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,summarize_by,FALSE,,FALSE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,excluded_unit,FALSE,,FALSE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,consolidate_by,FALSE,,FALSE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,arrange_by_property,FALSE,,FALSE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,subtotals,FALSE,,FALSE,NA,NA,
market_rent_schedule,This report enables the user to easily validate that the units are setup appropriately and allows you to compare rentable values of occupied units to those that have potential tenants in order to determine and set appropriate rates.,summary_rows,FALSE,,FALSE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",property_group_ids,TRUE,,TRUE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",period_type,FALSE,,TRUE,TRUE,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",base_date_range_on,FALSE,,FALSE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",type_ids,FALSE,,TRUE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",balance_check_results,FALSE,,TRUE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",source_ids,FALSE,,TRUE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",status_ids,TRUE,,TRUE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",lease_status_type_ids,FALSE,,TRUE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",consolidate_by,FALSE,,FALSE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",arrange_by_property,FALSE,,FALSE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",subtotals,FALSE,,FALSE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",lease_occupancy_type_ids,FALSE,,TRUE,NA,NA,
payment_details,"The Payment Details report will allow you to view payment details sorted by the filters selected. It will help you to find payments, check statuses in bulk, and more.",lease_terms,FALSE,,TRUE,NA,1,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,property_group_ids,TRUE,,TRUE,NA,NA,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,period_type,FALSE,,TRUE,TRUE,NA,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,ledger_charge_code,FALSE,,TRUE,NA,NA,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,summarize_by,FALSE,,FALSE,NA,NA,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,group_by,FALSE,,FALSE,NA,1,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,include_payment_in_kind,FALSE,,FALSE,NA,NA,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,consolidate_by,FALSE,,FALSE,NA,NA,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,arrange_by_property,FALSE,,FALSE,NA,NA,
receipts_by_charge_code,The receipts by charge code report displays resident receipts collected within the current post month by the charge codes that the receipts were applied to. It also lists any prior post month receipts that are allocated to charges within the current post month. The report is useful for analyzing how resident receipts are allocated to charges.,subtotals,FALSE,,FALSE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,property_group_ids,TRUE,,TRUE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,period_type,FALSE,,TRUE,FALSE,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,summarize_by,FALSE,,FALSE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,summarize_units,FALSE,,FALSE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,separate_unit_vacancy,FALSE,,FALSE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,leases_without_units_with_rent_charges,FALSE,,FALSE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,consolidate_by,FALSE,,FALSE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,arrange_by_property,FALSE,,FALSE,NA,NA,
gpr_consolidate_by,The Gross Potential Rent (GPR) report is used to determine the maximum rent that a property could receive based off of market rent prices if all of their units were rented.  This report shows that number as well as what is preventing the property from reaching that number. (e.g. vacancy).,subtotals,FALSE,,FALSE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",property_group_ids,TRUE,,TRUE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",unit_statuses,FALSE,,TRUE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",summarize_by,FALSE,,FALSE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",group_by,FALSE,,FALSE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",available_sections,FALSE,,FALSE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",consolidate_by,FALSE,,FALSE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",pricing_frequency,FALSE,,FALSE,NA,NA,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",lease_term,FALSE,,TRUE,NA,1,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",lease_term,FALSE,,TRUE,NA,1,
availability,"This report provides a listing of units that are currently available to be leased to potential residents. This report should be beneficial to leasing agents (on a daily basis) to allow them to identify available units when meeting with leads or existing households looking to transfer. Currently, all clients (core and integrated) can use this report. For larger texts on PDF downloads please remove disabled columns.",summarize_units,FALSE,,FALSE,NA,NA,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",property_group_ids,TRUE,,TRUE,NA,NA,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",occupant_types,TRUE,,TRUE,NA,NA,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",status_group,FALSE,,FALSE,NA,NA,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",status,TRUE,,TRUE,NA,1,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",ignore_inactive_status_prior_to,FALSE,,FALSE,NA,NA,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",consolidate_by,FALSE,,FALSE,NA,NA,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",lease_occupancy_types,FALSE,,TRUE,NA,NA,
resident_data,"The Resident Data report allows you to view specific data points that are directly related to a residents profile. This includes but is not limited to vehicle information, addresses, employment information, dates, and more.",lease_terms_academic_year,FALSE,,TRUE,NA,1,
work_order_summary,"Work Order Summary Report will give you a high level summary of work orders opened, canceled, completed, and pending within a defined period of time.",property_group_ids,TRUE,,TRUE,NA,NA,
work_order_summary,"Work Order Summary Report will give you a high level summary of work orders opened, canceled, completed, and pending within a defined period of time.",period_type,FALSE,,TRUE,TRUE,NA,
work_order_summary,"Work Order Summary Report will give you a high level summary of work orders opened, canceled, completed, and pending within a defined period of time.",work_order_request_type_ids,FALSE,,TRUE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,property_group_ids,TRUE,,TRUE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,period_type,FALSE,,TRUE,FALSE,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,collections_based_on,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,custom_date,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,results_based_on,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,collections_status,TRUE,,TRUE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,group_by,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,write_off_in_after_fmo_balance,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,zero_balances,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,residents_with_collection_letters,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,non_primary_residents,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,ledger_ids,FALSE,,TRUE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,consolidate_by,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,arrange_by_property,FALSE,,FALSE,NA,NA,
collections_status,This report will provide greater detail into residents going through the collections process or those who potentially will be in the collections process.,subtotals,FALSE,,FALSE,NA,NA,
courses,"The Courses report will show which employees have completed, failed, or failed to complete training courses that have been assigned.",property_group_ids,TRUE,,TRUE,NA,NA,
courses,"The Courses report will show which employees have completed, failed, or failed to complete training courses that have been assigned.",results_based_on,FALSE,,FALSE,NA,NA,
courses,"The Courses report will show which employees have completed, failed, or failed to complete training courses that have been assigned.",period_type,FALSE,,TRUE,TRUE,NA,
courses,"The Courses report will show which employees have completed, failed, or failed to complete training courses that have been assigned.",courses,TRUE,,TRUE,NA,NA,
courses,"The Courses report will show which employees have completed, failed, or failed to complete training courses that have been assigned.",course_status,FALSE,,TRUE,NA,NA,
courses,"The Courses report will show which employees have completed, failed, or failed to complete training courses that have been assigned.",users,TRUE,,TRUE,NA,1,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",property_group_ids,TRUE,,TRUE,NA,NA,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",sort_by,FALSE,,FALSE,NA,NA,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",group_by,TRUE,,FALSE,NA,NA,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",expand_by,TRUE,,FALSE,NA,NA,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",summarize_units,FALSE,,FALSE,NA,NA,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",buildings,TRUE,,TRUE,NA,1,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",amenities,FALSE,,TRUE,NA,1,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",amenities,FALSE,,TRUE,NA,1,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",consolidate_by,FALSE,,FALSE,NA,NA,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",arrange_by_property,FALSE,,FALSE,NA,NA,
buildings_and_units,"The Buildings and Units report will provide you with a detailed listing of Buildings and Units to ensure that each are appropriately set up within Entrata. This is a report that would best be used after migration and before the client uses Entrata for leasing, again to ensure all setup was completed appropriately and accurately. Currently, there are no required permissions to use this report.",subtotals,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",property_group_ids,TRUE,,TRUE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",calculate_delinquency_using,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",period_type,FALSE,,TRUE,TRUE,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",period_type,FALSE,,TRUE,TRUE,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",ledger_charge_code,FALSE,,TRUE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",expand_by,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",deposits,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",summarize_by,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",credit_balances,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",zero_past_due_balance,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",minimum_delinquent_balance,FALSE,,TRUE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",lease_status_types,TRUE,,TRUE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",occupancy_type_ids,FALSE,,TRUE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",primary_residents_only,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",future_charges_within_period,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",consolidate_by,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",arrange_by_property,FALSE,,FALSE,NA,NA,
delinquency,"This report will allow you to view details on households who have delinquent, unpaid balances allowing you to identify residents who may need notices sent or perhaps eviction processes initiated.",subtotals,FALSE,,FALSE,NA,NA,
household_documents,This report will allow you to view all documents that have been added to the 'Documents' tab of the Resident/Lead and if they are visible in Resident Portal.,property_group_ids,TRUE,,TRUE,NA,NA,
household_documents,This report will allow you to view all documents that have been added to the 'Documents' tab of the Resident/Lead and if they are visible in Resident Portal.,period_type,TRUE,,TRUE,TRUE,NA,
household_documents,This report will allow you to view all documents that have been added to the 'Documents' tab of the Resident/Lead and if they are visible in Resident Portal.,lease_status,FALSE,,TRUE,NA,NA,
household_documents,This report will allow you to view all documents that have been added to the 'Documents' tab of the Resident/Lead and if they are visible in Resident Portal.,document_type,FALSE,,TRUE,NA,NA,
household_documents,This report will allow you to view all documents that have been added to the 'Documents' tab of the Resident/Lead and if they are visible in Resident Portal.,only_show_resident_portal_docs,FALSE,,FALSE,NA,NA,
household_documents,This report will allow you to view all documents that have been added to the 'Documents' tab of the Resident/Lead and if they are visible in Resident Portal.,only_show_unsigned_docs,FALSE,,FALSE,NA,NA,
